sample_name	sample_name_original	barcode_prefix	sample_type	emp500_shotgun_assembly_sample_name	gcms_sample_name	gcms_sequence	gcms_analysis_batch	gcms_run_location	lcms_sample_name_fbmn	lcms_sample_name_cmn	lcms_batch	lcms_extraction_protocol	lcms_sample_type	lcms_sample_type_sub	lcms_sampling_material	collection_timestamp	depth_sample	depth_method	description	elevation	emp500_principal_investigator	emp500_study_id	emp500_pi_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	empo_salinity	empo_v2_2	empo_v2_3a	empo_v2_3b	empo_v2_4a	empo_v2_4b	empo_4	env_biome	env_feature	env_material	env_package	environmental_package	geo_loc_name	host_subject_id	iron_mg_per_l	latitude	longitude	project_name	scientific_name	read_count_shotgun_r1	read_count_shotgun_woltka_uniq	read_count_shotgun_rep200	read_count_shotgun_woltka_norm	alpha_shotgun_woltka_min3450_richness	alpha_shotgun_woltka_min3450_shannon	alpha_shotgun_woltka_min3450_faithspd	alpha_shotgun_woltka_rar3450_richness	alpha_shotgun_woltka_rar3450_shannon	alpha_shotgun_woltka_rar3450_faithspd	alpha_shotgun_woltka_richness	alpha_shotgun_woltka_shannon	alpha_shotgun_woltka_faithspd	alpha_shotgun_woltka_min10k_richness	alpha_shotgun_woltka_min10k_shannon	alpha_shotgun_woltka_min10k_faithspd	alpha_shotgun_woltka_rar10k_richness	alpha_shotgun_woltka_rar10k_shannon	alpha_shotgun_woltka_rar10k_faithspd	alpha_shotgun_woltka_norm_10perc_min6550_richness	alpha_shotgun_woltka_norm_10perc_min6550_shannon	alpha_shotgun_woltka_norm_10perc_min6550_faithspd	alpha_shotgun_woltka_norm_10perc_rar6550_richness	alpha_shotgun_woltka_norm_10perc_rar6550_shannon	alpha_shotgun_woltka_norm_10perc_rar6550_faithspd	alpha_shotgun_woltka_norm_noSingletons_min6550_richness	alpha_shotgun_woltka_norm_noSingletons_min6550_shannon	alpha_shotgun_woltka_norm_noSingletons_min6550_faithspd	alpha_shotgun_woltka_norm_noSingletons_rar6550_richness	alpha_shotgun_woltka_norm_noSingletons_rar6550_shannon	alpha_shotgun_woltka_norm_noSingletons_rar6550_faithspd	alpha_lcms_cmn_microbial_shannon	alpha_lcms_cmn_microbial_richness	alpha_lcms_cmn_shannon	alpha_lcms_cmn_richness	alpha_lcms_fbmn_microbial_richness	alpha_lcms_fbmn_microbial_noSingletons_richness	alpha_gcms_filt50_shannon	alpha_gcms_filt50_richness	songbird_trainTest_5050_empo_3	songbird_trainTest_5050_env_material	songbird_trainTest_8020_empo_3	songbird_trainTest_8020_env_material	songbird_trainTest_8020_empo_4
13114.schmidt.56.s020	Schmidt56.soil.Peru.25.2	schmidt.56.s020	soil	soil_alpine	EMP_Sch_P_25_2_052_GC	not applicable	note applicable	PNNL	8E7_Schmidt56-soil-Peru-25-2.mzML	8E7_Schmidt56-soil-Peru-25-2	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	3/15/15 0:00	0.05	not applicable	soil samples from high elevation sites post Puca Glacier retreat in Peru	5000	Schmidt	56	Schmidt56	Peru and Nepal alpine soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	desert biome	montane desert	alpine soil	soil	soil	Peru:Puca Glacier	Per1.P2.Y25	not applicable	-13.773333	-71.071389	Schmidt Nepal and Peru soils	soil metagenome	5100716	12914	52332	21169	596	6.102485369	98.61767967	394	6.044879948	70.92447051	767	6.594829058	128.5748115	767	6.594829058	128.5748115	705	6.574540517	119.303218	1193	7.402298137028021	161.52622655869732	832	7.30352926803364	122.49835949135036	1193	7.402298137028021	161.52622655869732	832	7.30352926803364	122.49835949135036	0.9998276227537912	2	4.184358511337142	28	2510	2510	4.658581458363794	188	Train	Train	Train	Train	Train
13114.schmidt.56.s021	Schmidt56.soil.Peru.25.3	schmidt.56.s021	soil	soil_alpine	EMP_Sch_P_25_3_065_GC	not applicable	note applicable	PNNL	8F9_Schmidt56-soil-Peru-25-3.mzML	8F9_Schmidt56-soil-Peru-25-3	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	3/15/15 0:00	0.05	not applicable	soil samples from high elevation sites post Puca Glacier retreat in Peru	5000	Schmidt	56	Schmidt56	Peru and Nepal alpine soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	desert biome	montane desert	alpine soil	soil	soil	Peru:Puca Glacier	Per1.P3.Y25	not applicable	-13.773333	-71.071389	Schmidt Nepal and Peru soils	soil metagenome	2788	23	26	27	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9	2.958344565	4.063561817	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3.5103081060110752	15	2446	2446	4.720078114691138	189	Test	Train	Train	Test	Train
13114.schmidt.56.s022	Schmidt56.soil.Peru.25.4	schmidt.56.s022	soil	soil_alpine	EMP_Sch_P_25_4_047_GC	not applicable	note applicable	PNNL	8E2_Schmidt56-soil-Peru-25-4.mzML	8E2_Schmidt56-soil-Peru-25-4	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	3/15/15 0:00	0.05	not applicable	soil samples from high elevation sites post Puca Glacier retreat in Peru	5000	Schmidt	56	Schmidt56	Peru and Nepal alpine soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	desert biome	montane desert	alpine soil	soil	soil	Peru:Puca Glacier	Per1.P4.Y25	not applicable	-13.773333	-71.071389	Schmidt Nepal and Peru soils	soil metagenome	14826450	119784	205515	180790	979	5.564568946	127.3638664	353	5.419823072	58.02481346	1332	5.910368272	181.9424423	1332	5.910368272	181.9424423	669	5.829335002	97.34254694	1914	6.966855163038061	228.81874324395972	805	6.825685558710216	109.76569799786466	1914	6.966855163038061	228.81874324395972	805	6.825685558710216	109.76569799786466	not applicable	not applicable	3.161135290012244	25	2621	2621	4.660758828646755	192	Train	Train	Train	Test	Train
13114.schmidt.56.s023	Schmidt56.soil.Peru.85.1	schmidt.56.s023	soil	soil_alpine	EMP_Sch_P_85_1_059_GC	not applicable	note applicable	PNNL	8F3_Schmidt56-soil-Peru-85-1.mzML	8F3_Schmidt56-soil-Peru-85-1	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	3/15/15 0:00	0.05	not applicable	soil samples from high elevation sites post Puca Glacier retreat in Peru	5000	Schmidt	56	Schmidt56	Peru and Nepal alpine soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	desert biome	montane desert	alpine soil	soil	soil	Peru:Puca Glacier	Per1.P1.Y85	not applicable	-13.773333	-71.071389	Schmidt Nepal and Peru soils	soil metagenome	14166965	36035	116848	61471	963	6.783365745	130.3867323	483	6.562092959	73.76352564	1301	7.14662121	188.6097503	1299	7.146097626	187.404469	878	7.0341534	130.6802176	1837	7.712407254468207	226.03734705429042	947	7.541094591329031	131.27173658215725	1837	7.712407254468207	226.03734705429042	947	7.541094591329031	131.27173658215725	2.188821546806011	6	4.47183531650844	44	2789	2789	4.934640151091947	199	Test	Train	Train	Test	Train
13114.schmidt.56.s024	Schmidt56.soil.Peru.85.2	schmidt.56.s024	soil	soil_alpine	EMP_Sch_P_85_2_055_GC	not applicable	note applicable	PNNL	8E11_Schmidt56-soil-Peru-85-2.mzML	8E11_Schmidt56-soil-Peru-85-2	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	3/15/15 0:00	0.05	not applicable	soil samples from high elevation sites post Puca Glacier retreat in Peru	5000	Schmidt	56	Schmidt56	Peru and Nepal alpine soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	desert biome	montane desert	alpine soil	soil	soil	Peru:Puca Glacier	Per1.P2.Y85	not applicable	-13.773333	-71.071389	Schmidt Nepal and Peru soils	soil metagenome	10658566	29415	101202	52837	915	7.429692236	126.6869439	513	7.305196775	78.12695988	1223	7.719887603	179.4016154	1222	7.719596345	178.878459	873	7.649369866	128.5917073	1740	8.350766915247547	217.84030964425438	1001	8.225410872695925	136.23601459555152	1740	8.350766915247547	217.84030964425438	1001	8.225410872695925	136.23601459555152	0.9583343662230589	2	4.368887586866508	33	2597	2597	5.131381348621091	193	Train	Train	Train	Test	Train
13114.schmidt.56.s025	Schmidt56.soil.Peru.85.3	schmidt.56.s025	soil	soil_alpine	EMP_Sch_P_85_3_056_GC	not applicable	note applicable	PNNL	8E12_Schmidt56-soil-Peru-85-3.mzML	8E12_Schmidt56-soil-Peru-85-3	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	3/15/15 0:00	0.05	not applicable	soil samples from high elevation sites post Puca Glacier retreat in Peru	5000	Schmidt	56	Schmidt56	Peru and Nepal alpine soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	desert biome	montane desert	alpine soil	soil	soil	Peru:Puca Glacier	Per1.P3.Y85	not applicable	-13.773333	-71.071389	Schmidt Nepal and Peru soils	soil metagenome	2446447	6833	25323	9243	410	6.343649617	71.26587866	398	6.328069464	70.02170787	544	5.287925458	97.17704664	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	915	6.220244069539273	126.17603694314857	809	6.172223881987027	115.1288773896431	915	6.220244069539273	126.17603694314857	809	6.172223881987027	115.1288773896431	-0	1	3.4749023131348027	15	2856	2856	4.872779052057983	187	Test	Train	Train	Test	Train
13114.schmidt.56.s026	Schmidt56.soil.Peru.85.4	schmidt.56.s026	soil	soil_alpine	EMP_Sch_P_85_4_048_GC	not applicable	note applicable	PNNL	8E3_Schmidt56-soil-Peru-85-4.mzML	8E3_Schmidt56-soil-Peru-85-4	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	3/15/15 0:00	0.05	not applicable	soil samples from high elevation sites post Puca Glacier retreat in Peru	5000	Schmidt	56	Schmidt56	Peru and Nepal alpine soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	desert biome	montane desert	alpine soil	soil	soil	Peru:Puca Glacier	Per1.P4.Y85	not applicable	-13.773333	-71.071389	Schmidt Nepal and Peru soils	soil metagenome	10306744	28510	111544	42111	742	5.393129377	112.9592444	356	5.143696824	63.3730281	994	5.856438189	154.6041724	994	5.856438189	154.6041724	674	5.807243279	110.4653618	1654	6.856326943507539	208.96574332505338	822	6.7137717351513775	118.08011397090672	1654	6.856326943507539	208.96574332505338	822	6.7137717351513775	118.08011397090672	-0	1	3.10323116652991	25	2640	2640	4.855421951269268	188	Train	Train	Train	Test	Train
13114.seedorf.71.s001	Seedorf71.BP1soil.24	seedorf.71.s001	soil	soil_palm_plantations	EMP_Sdf_BP1_24_083_GC	not applicable	note applicable	PNNL	8H4_Seedorf71-BP1soil-24.mzML	8H4_Seedorf71-BP1soil-24	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	2/26/16 14:26	0	not applicable	soil from directly below planted Musa acuminata in research plantation	19	Seedorf	71	Seedorf71	Singapore plant-associated soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	cropland biome	banana plantation	surface soil	soil	soil	Singapore:Lim Chu Kang	banana tree plantation soil	not applicable	1.435380168	103.7113817	Singapore plant-associated soils	soil metagenome	8184473	10282	40797	16933	667	7.628771661	99.77374946	506	7.552140033	81.38888708	844	7.9494498	132.6843812	844	7.9494498	132.6843812	838	7.949112285	131.4564728	1304	8.420803647663966	167.4910593954237	977	8.331554005607988	132.0490723059554	1304	8.420803647663966	167.4910593954237	977	8.331554005607988	132.0490723059554	-0	1	3.765779739228496	15	2837	2837	4.228535737850347	195	Test	Test	Test	Train	Train
13114.seedorf.71.s002	Seedorf71.BP2soil.26	seedorf.71.s002	soil	soil_palm_plantations	EMP_Sdf_BP2_26_074_GC	not applicable	note applicable	PNNL	8G7_Seedorf71-BP2soil-26.mzML	8G7_Seedorf71-BP2soil-26	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	2/26/16 14:28	0	not applicable	soil from directly below planted Musa acuminata in research plantation	19	Seedorf	71	Seedorf71	Singapore plant-associated soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	cropland biome	banana plantation	surface soil	soil	soil	Singapore:Lim Chu Kang	banana tree plantation soil	not applicable	1.435343635	103.7115584	Singapore plant-associated soils	soil metagenome	8094726	14368	47157	24756	798	7.649105311	111.574795	531	7.521833009	82.98820105	991	7.913259721	146.8987737	991	7.913259721	146.8987737	890	7.872147462	133.2431241	1379	8.286849427517794	178.09474842462055	953	8.145145248557014	130.13595090487274	1379	8.286849427517794	178.09474842462055	953	8.145145248557014	130.13595090487274	-0	1	2.8203048311945618	22	2586	2586	4.768588255719957	196	Train	Test	Train	Train	Train
13114.seedorf.71.s003	Seedorf71.BP3soil.28	seedorf.71.s003	soil	soil_palm_plantations	EMP_Sdf_BP3_28_080_GC	not applicable	note applicable	PNNL	8H1_Seedorf71-BP3soil-28.mzML	8H1_Seedorf71-BP3soil-28	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	2/26/16 14:31	0	not applicable	soil from directly below planted Musa acuminata in research plantation	19	Seedorf	71	Seedorf71	Singapore plant-associated soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	cropland biome	banana plantation	surface soil	soil	soil	Singapore:Lim Chu Kang	banana tree plantation soil	not applicable	1.435314	103.711674	Singapore plant-associated soils	soil metagenome	9825419	6737	28427	12080	621	7.809015375	98.23762413	520	7.736871218	85.20527285	756	8.069905126	124.7322662	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1117	8.510456126029846	154.15412065249257	918	8.432905872342367	131.1299239932123	1117	8.510456126029846	154.15412065249257	918	8.432905872342367	131.1299239932123	not applicable	not applicable	3.6629825512414738	19	2704	2704	4.326098688655985	193	Test	Test	Test	Train	Test
13114.seedorf.71.s004	Seedorf71.J1soil.14	seedorf.71.s004	soil	soil_palm_plantations	EMP_Sdf_J1_14_072_GC	not applicable	note applicable	PNNL	8G4_Seedorf71-J1soil-14.mzML	8G4_Seedorf71-J1soil-14	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	2/24/16 8:30	0	not applicable	soil from directly below planted wildtype Jatropha curcas	50	Seedorf	71	Seedorf71	Singapore plant-associated soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	urban biome	planted forest	surface soil	soil	soil	Singapore:Temasek Life Sciences Laboratory	wildtype Jatropha tree soil	not applicable	1.294588	103.776828	Singapore plant-associated soils	soil metagenome	13799760	67754	209324	101973	1064	6.903128806	139.3806247	491	6.723487741	75.5630317	1462	7.158907276	207.9663452	1461	7.158631807	207.9319904	822	7.054752695	121.1281307	1883	7.948555139169876	234.95042662825017	942	7.721675181109223	123.72175898392607	1883	7.948555139169876	234.95042662825017	942	7.721675181109223	123.72175898392607	-0	1	2.897735414849218	28	2832	2832	5.157600576677994	203	Train	Test	Train	Train	Train
13114.seedorf.71.s005	Seedorf71.J2soil.16	seedorf.71.s005	soil	soil_palm_plantations	EMP_Sdf_J2_16_077_GC	not applicable	note applicable	PNNL	8G10_Seedorf71-J2soil-16.mzML	8G10_Seedorf71-J2soil-16	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	2/24/16 8:30	0	not applicable	soil from directly below planted wildtype Jatropha curcas	50	Seedorf	71	Seedorf71	Singapore plant-associated soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	urban biome	planted forest	surface soil	soil	soil	Singapore:Temasek Life Sciences Laboratory	wildtype Jatropha tree soil	not applicable	1.294588	103.776828	Singapore plant-associated soils	soil metagenome	3807	28	56	74	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12	3.364270209	7.649227166	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	-0	1	4.059198324213142	26	2812	2812	5.158058885542404	204	Test	Test	Test	Train	Train
13114.seedorf.71.s006	Seedorf71.JP1soil.18	seedorf.71.s006	soil	soil_palm_plantations	EMP_Sdf_JP1_18_071_GC	not applicable	note applicable	PNNL	8G3_Seedorf71-JP1soil-18.mzML	8G3_Seedorf71-JP1soil-18	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	2/26/16 14:13	0	not applicable	soil from directly below planted Jatropha curcas in research plantation	19	Seedorf	71	Seedorf71	Singapore plant-associated soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	cropland biome	planted forest	surface soil	soil	soil	Singapore:Lim Chu Kang	Jatropha tree plantation soil	not applicable	1.434767476	103.7112433	Singapore plant-associated soils	soil metagenome	10941480	33977	205406	49804	816	6.754544529	114.1722747	424	6.594490889	66.59384025	1008	6.988268908	149.8310693	1007	6.987768148	149.7344488	738	6.925246499	110.1934678	1721	7.833539722799315	221.83910751570602	865	7.639436647763162	117.0835620530163	1721	7.833539722799315	221.83910751570602	865	7.639436647763162	117.0835620530163	-0	1	3.648764502518084	22	2437	2437	4.515618483573901	187	Train	Test	Train	Train	Test
13114.seedorf.71.s007	Seedorf71.JP2soil.20	seedorf.71.s007	soil	soil_palm_plantations	EMP_Sdf_JP2_20_073_GC	not applicable	note applicable	PNNL	8G6_Seedorf71-JP2soil-20.mzML	8G6_Seedorf71-JP2soil-20	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	2/26/16 14:16	0	not applicable	soil from directly below planted Jatropha curcas in research plantation	19	Seedorf	71	Seedorf71	Singapore plant-associated soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	cropland biome	planted forest	surface soil	soil	soil	Singapore:Lim Chu Kang	Jatropha tree plantation soil	not applicable	1.43492266	103.7112946	Singapore plant-associated soils	soil metagenome	7979280	18061	60275	25639	771	6.429939248	109.5413693	450	6.288686978	72.20935918	988	6.836037995	148.0046553	988	6.836037995	148.0046553	807	6.812600471	123.7232788	1394	7.66016217632665	179.91471305380082	875	7.530823306590931	121.03645926796071	1394	7.66016217632665	179.91471305380082	875	7.530823306590931	121.03645926796071	not applicable	not applicable	3.7044010735153696	30	2606	2606	4.644541470769361	194	Test	Test	Test	Train	Train
13114.seedorf.71.s008	Seedorf71.JP3soil.22	seedorf.71.s008	soil	soil_palm_plantations	EMP_Sdf_JP3_22_075_GC	not applicable	note applicable	PNNL	8G8_Seedorf71-JP3soil-22.mzML	8G8_Seedorf71-JP3soil-22	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	2/26/16 14:19	0	not applicable	soil from directly below planted Jatropha curcas in research plantation	19	Seedorf	71	Seedorf71	Singapore plant-associated soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	cropland biome	planted forest	surface soil	soil	soil	Singapore:Lim Chu Kang	Jatropha tree plantation soil	not applicable	1.435145214	103.7113599	Singapore plant-associated soils	soil metagenome	129675	531	951	805	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	105	6.024216268	29.47703897	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	-0	1	4.542618472725214	27	2380	2380	4.103159296141706	187	Train	Train	Train	Train	Test
13114.seedorf.71.s009	Seedorf71.P1soil.2	seedorf.71.s009	soil	soil_palm_plantations	EMP_Sdf_P1_2_076_GC	not applicable	note applicable	PNNL	8G9_Seedorf71-P1soil-2.mzML	8G9_Seedorf71-P1soil-2	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	2/24/16 8:30	0	not applicable	soil from directly below planted wildtype African oil palm	6.7	Seedorf	71	Seedorf71	Singapore plant-associated soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	urban biome	oil palm plantation	surface soil	soil	soil	Singapore:West Coast Park	wildtype palm tree soil	not applicable	1.29545	103.763964	Singapore plant-associated soils	soil metagenome	25615623	85974	167881	147600	1029	7.154578903	137.9902134	510	7.065661788	76.00685506	1414	7.395667441	201.4594155	1412	7.395326444	200.6384696	851	7.324293922	125.8925896	1946	8.481746285442812	242.19095619367863	980	8.29615263291237	129.9657537442622	1946	8.481746285442812	242.19095619367863	980	8.29615263291237	129.9657537442622	0.9994327848836855	2	5.063832425591273	40	3268	3268	4.692952005174653	201	Test	Train	Test	Train	Train
13114.seedorf.71.s010	Seedorf71.P2soil.4	seedorf.71.s010	soil	soil_palm_plantations	EMP_Sdf_P2_4_079_GC	not applicable	note applicable	PNNL	8G12_Seedorf71-P2soil-4.mzML	8G12_Seedorf71-P2soil-4	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	2/24/16 8:31	0	not applicable	soil from directly below planted wildtype African oil palm	6.7	Seedorf	71	Seedorf71	Singapore plant-associated soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	urban biome	oil palm plantation	surface soil	soil	soil	Singapore:West Coast Park	wildtype palm tree soil	not applicable	1.29545	103.763964	Singapore plant-associated soils	soil metagenome	24382359	31927	92730	52834	953	7.492588566	132.8799114	542	7.367917585	83.90936836	1289	7.778584395	191.8464029	1289	7.778584395	191.8464029	925	7.671539349	137.2353812	1759	8.635144596722194	221.9193434370602	1052	8.454014298840816	143.17948929397562	1759	8.635144596722194	221.9193434370602	1052	8.454014298840816	143.17948929397562	not applicable	not applicable	4.172344117165054	30	3011	3011	5.01130079071548	197	Train	Train	Train	Train	Train
13114.seedorf.71.s011	Seedorf71.P3soil.6	seedorf.71.s011	soil	soil_palm_plantations	EMP_Sdf_P3_6_070_GC	not applicable	note applicable	PNNL	8G2_Seedorf71-P3soil-6.mzML	8G2_Seedorf71-P3soil-6	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	2/24/16 8:32	0	not applicable	soil from directly below planted wildtype African oil palm	6.7	Seedorf	71	Seedorf71	Singapore plant-associated soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	urban biome	oil palm plantation	surface soil	soil	soil	Singapore:West Coast Park	wildtype palm tree soil	not applicable	1.29545	103.763964	Singapore plant-associated soils	soil metagenome	12425924	25824	75907	40996	830	6.951530314	111.2778831	446	6.890356314	69.44803717	1059	7.171781701	154.3141718	1058	7.169610348	153.8136614	773	7.106375229	116.2398888	1434	8.070574242141975	182.12772358807706	897	7.954491975010317	119.57674894799379	1434	8.070574242141975	182.12772358807706	897	7.954491975010317	119.57674894799379	1.2708377294364896	3	3.0051391602880204	48	3281	3281	5.143297553195156	196	Test	Train	Test	Train	Train
13114.seedorf.71.s012	Seedorf71.PP1soil.8	seedorf.71.s012	soil	soil_palm_plantations	EMP_Sdf_PP1_8_082_GC	not applicable	note applicable	PNNL	8H3_Seedorf71-PP1soil-8.mzML	8H3_Seedorf71-PP1soil-8	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	2/24/16 8:33	0	not applicable	soil from directly below planted tenera type African oil palm	50	Seedorf	71	Seedorf71	Singapore plant-associated soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	urban biome	oil palm plantation	surface soil	soil	soil	Singapore:Temasek Life Sciences Laboratory	palm tree plantation soil	not applicable	1.294588	103.776828	Singapore plant-associated soils	soil metagenome	12101419	28417	70610	45621	966	7.138655996	131.913813	531	7.044883417	82.95143931	1274	7.417042201	190.2795114	1272	7.414796233	189.6771305	942	7.339750004	143.6719641	1774	8.25372274634575	223.85676242977024	1083	8.150423669228692	143.09353708544631	1774	8.25372274634575	223.85676242977024	1083	8.150423669228692	143.09353708544631	-0	1	3.9252189677853617	19	2802	2802	4.636791742702441	195	Train	Train	Train	Test	Train
13114.seedorf.71.s013	Seedorf71.PP2soil.10	seedorf.71.s013	soil	soil_palm_plantations	EMP_Sdf_PP2_10_078_GC	not applicable	note applicable	PNNL	8G11_Seedorf71-PP2soil-10.mzML	8G11_Seedorf71-PP2soil-10	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	2/24/16 8:34	0	not applicable	soil from directly below planted tenera type African oil palm	50	Seedorf	71	Seedorf71	Singapore plant-associated soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	urban biome	oil palm plantation	surface soil	soil	soil	Singapore:Temasek Life Sciences Laboratory	palm tree plantation soil	not applicable	1.294588	103.776828	Singapore plant-associated soils	soil metagenome	1335048	3782	7509	5843	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	341	6.658643538	74.7204956	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	-0	1	3.502875163443296	16	2415	2415	4.31591537572174	185	Test	Train	Test	Test	Train
